Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Aston Villa_21_22,Southampton_21_22,Everton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Chelsea_16_17,8.306623862918075,11.704699910719626,8.0,22.494443758403985,19.8997487421324,23.065125189341593,25.768197453450252,35.014282800023196,31.89043743820395,34.438350715445125,33.12099032335839,34.72751070837067,36.15245496505044,39.03844259188627,40.80441152620633,43.78355855797927,46.49731175025068,46.561786907291264,53.04714883949938,59.312730505347666
Liverpool_16_17,10.63014581273465,6.708203932499369,9.16515138991168,21.213203435596427,16.24807680927192,17.435595774162696,20.8806130178211,36.02776706930364,30.54504869860253,26.795522013948524,28.231188426986208,30.886890422961002,31.0322412983658,34.9857113690718,35.05709628591621,38.17066936798463,40.32369030731191,42.8485705712571,46.84015371452148,54.53439281774392
Arsenal_16_17,13.379088160259652,9.539392014169456,6.164414002968976,15.811388300841896,11.045361017187261,12.884098726725126,16.30950643030009,29.966648127543394,24.71841418861655,24.041630560342615,23.430749027719962,25.729360660537214,26.476404589747453,30.033314835362415,30.903074280724887,34.132096331752024,36.38681079732051,37.656340767525464,43.05810028322197,50.17967716117751
Tottenham_16_17,15.394804318340652,13.30413469565007,5.477225575051661,13.92838827718412,11.045361017187261,13.92838827718412,16.792855623746664,25.495097567963924,21.656407827707714,26.38181191654584,22.912878474779202,24.413111231467404,26.248809496813376,28.948229652260256,31.12876483254676,34.42382895611701,36.742346141747674,35.86084215408221,43.497126341863094,49.658836071740545
Manchester City_16_17,16.30950643030009,12.24744871391589,8.774964387392123,13.379088160259652,8.306623862918075,10.246950765959598,13.45362404707371,28.19574435974337,22.494443758403985,21.37755832643195,20.8806130178211,23.173260452512935,23.790754506740637,27.367864366808018,28.178005607210743,31.304951684997057,33.71943060017473,35.22782990761707,40.311288741492746,47.36032094485847
Manchester Utd_16_17,24.71841418861655,21.79449471770337,15.165750888103101,4.242640687119285,5.0990195135927845,9.273618495495704,9.486832980505138,17.72004514666935,12.767145334803704,20.639767440550294,15.394804318340652,15.937377450509228,18.24828759089466,20.149441679609886,23.2163735324878,26.019223662515376,29.0516780926679,27.60434748368452,35.41186241925155,40.570925550201586
Everton_16_17,33.85262175962151,29.49576240750525,24.186773244895647,9.1104335791443,10.63014581273465,10.04987562112089,7.54983443527075,14.247806848775006,5.830951894845301,15.394804318340652,6.0,5.385164807134504,8.602325267042627,9.848857801796104,13.638181696985855,16.61324772583615,19.209372712298546,17.11724276862369,25.553864678361276,30.643106892089126
West Brom_16_17,34.45286635390443,29.9833287011299,24.779023386727733,10.099504938362077,11.40175425099138,10.488088481701515,8.12403840463596,14.352700094407323,5.916079783099616,15.297058540778355,5.385164807134504,4.69041575982343,8.06225774829855,9.273618495495704,13.076696830622021,16.15549442140351,18.547236990991408,16.30950643030009,24.939927826679853,30.099833886584822
Southampton_16_17,39.87480407475377,35.86084215408221,29.9833287011299,13.892443989449804,17.05872210923198,16.822603841260722,13.96424004376894,10.246950765959598,3.7416573867739413,19.82422760159901,9.486832980505138,5.744562646538029,10.198039027185569,7.681145747868608,13.92838827718412,15.937377450509228,18.466185312619388,12.449899597988733,23.853720883753127,26.77685567799177
Bournemouth_16_17,38.28837943815329,33.015148038438355,29.478805945967352,15.0,14.866068747318506,12.206555615733702,9.0,21.18962010041709,12.884098726725126,8.660254037844387,4.242640687119285,5.916079783099616,2.449489742783178,7.0,6.164414002968976,9.273618495495704,12.041594578792296,15.394804318340652,18.411952639521967,25.317977802344327
Burnley_16_17,41.30375285612676,36.52396473549935,31.953090617340916,15.588457268119896,17.349351572897472,15.7797338380595,12.206555615733702,17.291616465790582,9.899494936611665,14.035668847618199,6.324555320336759,3.605551275463989,4.242640687119285,2.23606797749979,7.0710678118654755,8.94427190999916,12.206555615733702,11.357816691600547,17.804493814764857,22.516660498395403
West Ham_16_17,42.36744032862972,37.134889255254286,33.49626844888845,18.05547008526779,18.708286933869708,16.30950643030009,12.884098726725126,21.863211109075447,14.247806848775006,10.862780491200215,7.280109889280518,7.0710678118654755,3.605551275463989,5.0990195135927845,3.3166247903554,5.385164807134504,8.94427190999916,12.884098726725126,14.7648230602334,21.213203435596427
Watford_16_17,42.871902220452036,37.603191353926334,34.10278580995987,18.681541692269406,19.261360284258224,16.822603841260722,13.379088160259652,22.737634001804146,15.165750888103101,10.63014581273465,8.12403840463596,8.06225774829855,4.47213595499958,5.916079783099616,3.1622776601683795,4.69041575982343,8.54400374531753,13.379088160259652,14.177446878757825,20.808652046684813
